"","id","bin","taxon","NA","NA.1","ns","ofdeg","r","q","rms","gc","length"
"47","contig11962",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2347,0,-0.0760096449646804,-0.9996318438348,182.481880187904,0.968329559569054,0.615679590967192,2347
"48","contig11982",101,"Mycoplasma arthritidis 158L3-1","Reverse",2784,0,-0.0916806835813235,-0.999931358932404,256.821848123746,0.598129677754713,0.302442528735632,2784
"49","contig12059",81,"Pelotomaculum thermopropionicum SI","Forward",2143,0,-0.0759927373048336,-0.999957783740854,167.173353735752,0.342914633238037,0.591693887074195,2143
"50","contig12089",11,"Streptococcus gallolyticus UCN34","Forward",2403,0,-0.0756493610813896,-0.999964959618205,188.376232228042,0.348729178911253,0.377028714107366,2403
"51","contig12122",91,"Fake Bacteria","Forward",2487,0,-0.0770271444651457,-0.999742993919934,197.424768904494,0.868725653095469,0.666264575794129,2487
"52","contig1213",72,"Desulfitobacterium hafniense Y51","Reverse",2062,0,-0.0685338627769057,-0.999952955385941,146.630495366257,0.27418223317885,0.439864209505335,2062
"53","contig12320",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2177,0,-0.0733660560373767,-0.999926530444239,166.028485169032,0.387198415581926,0.588424437299035,2177
"54","contig12332",32,"Granulibacter bethesdensis CGDNIH1","Forward",2982,0,-0.0705306058373556,-0.999964249842478,214.621917042992,0.355714619008214,0.564050972501677,2982
"55","contig12352",91,"Fake Bacteria","Reverse",2208,0,-0.0750409630345871,-0.999965636557191,172.695941256679,0.314770372321862,0.657155797101449,2208
"56","contig12366",21,"Granulibacter bethesdensis CGDNIH1","Forward",2370,0,-0.0749802669522757,-0.999964445998642,185.828492951578,0.299706488326378,0.621097046413502,2370
"57","contig1239",21,"Granulibacter bethesdensis CGDNIH1","Forward",2108,0,-0.0732472088760873,-0.99994516442451,160.104880077764,0.370552381303282,0.612903225806452,2108
"58","contig1246",51,"Thiobacillus denitrificans ATCC 25259","Forward",2065,0,-0.0888577855311546,-0.999968927077419,189.498831833711,0.289308894630582,0.675060532687651,2065
"59","contig1247",91,"Fake Bacteria","Reverse",2012,0,-0.0744581068782684,-0.999979369220819,156.520252228888,0.192477696308613,0.650596421471173,2012
"60","contig1271",91,"Fake Bacteria","Forward",2591,0,-0.0772343794321309,-0.999980768900228,207.699242043561,0.284258460451317,0.669239675800849,2591
"61","contig12847",91,"Fake Bacteria","Forward",2204,0,-0.0770977902157942,-0.99998062021426,177.389793606384,0.211575474050155,0.668330308529946,2204
"62","contig12849",91,"Fake Bacteria","Forward",2835,0,-0.0768787500772967,-0.999985694345044,223.790533718059,0.233164777026825,0.664550264550265,2835
"63","contig12851",61,"Pelotomaculum thermopropionicum SI","Reverse",2462,0,-0.0720559783523094,-0.999983359668931,185.69828879678,0.204698526632249,0.521121039805037,2462
"64","contig12891",32,"Granulibacter bethesdensis CGDNIH1","Forward",2577,0,-0.0784363474288384,-0.999734206537074,206.754632707241,0.932179305513305,0.620876988746605,2577
"65","contig12911",11,"Streptococcus gallolyticus UCN34","Forward",2945,0,-0.0791450876798609,-0.999858222981952,238.520758798017,0.785060990523672,0.362308998302207,2945
"66","contig12920",91,"Fake Bacteria","Forward",2781,0,-0.0752592187647446,-0.999866498693271,216.244505750193,0.783403300842136,0.651564185544768,2781
"67","contig13070",71,"Bacillus halodurans C-125","Reverse",2108,0,-0.068343512306797,-0.999979843266155,150.721864998432,0.209615505222279,0.43595825426945,2108
"68","contig13076",61,"Pelotomaculum thermopropionicum SI","Reverse",2116,0,-0.0716161909598187,-0.999980998982415,158.286771996843,0.214045670799255,0.506616257088847,2116
"69","contig13110",11,"Streptococcus gallolyticus UCN34","Forward",2045,0,-0.0783306362656456,-0.999635186641973,168.084539123781,0.86561397280887,0.371638141809291,2045
"70","contig13214",91,"Fake Bacteria","Reverse",2704,0,-0.0767536883436749,-0.999993708160722,213.774991716571,0.14724154948468,0.665310650887574,2704
"71","contig13220",91,"Fake Bacteria","Forward",2863,0,-0.076108963915171,-0.999980736390882,225.521847972964,0.270526497372693,0.661194551170101,2863
"72","contig13224",21,"Granulibacter bethesdensis CGDNIH1","Forward",2124,0,-0.0717016135786418,-0.999983814019038,159.657358585763,0.173296067117524,0.593691148775895,2124
"73","contig13256",91,"Fake Bacteria","Reverse",2698,0,-0.0760938169969427,-0.99996311932904,213.767623241625,0.352681173597918,0.664936990363232,2698
"74","contig1329",32,"Granulibacter bethesdensis CGDNIH1","Forward",2963,0,-0.0753313295155319,-0.999968217215938,227.15477355603,0.355950865285042,0.60614242321971,2963
"75","contig13301",72,"Desulfitobacterium hafniense Y51","Reverse",2444,0,-0.0685419959145231,-0.999970726752188,173.811561338224,0.256351172517665,0.426350245499182,2444
"76","contig13339",91,"Fake Bacteria","Forward",2336,0,-0.077217967695286,-0.99990778767804,183.782039462033,0.561308445599259,0.66138698630137,2336
"77","contig13377",11,"Streptococcus gallolyticus UCN34","Forward",2007,0,-0.0777539630276998,-0.999948346553584,161.849449710669,0.317201409275911,0.368211260587942,2007
"78","contig13388",32,"Granulibacter bethesdensis CGDNIH1","Forward",2644,0,-0.0721614340372361,-0.999972241535535,198.193770405004,0.284319526344143,0.585854765506808,2644
"79","contig13415",91,"Fake Bacteria","Reverse",2897,0,-0.077143707608827,-0.999639463363262,226.862536091275,1.2004776565295,0.661373835001726,2897
"80","contig13535",91,"Fake Bacteria","Forward",2849,0,-0.0776585404110741,-0.999980956070647,227.334433814574,0.273189221888431,0.667602667602668,2849
"81","contig13589",101,"Mycoplasma arthritidis 158L3-1","Reverse",2867,0,-0.0892822313232323,-0.99974198069746,259.661777695435,1.16309573875875,0.312521799790722,2867
"82","contig13729",91,"Fake Bacteria","Reverse",2930,0,-0.0765800173072691,-0.999921652320243,232.151335975507,0.561780505304733,0.661774744027304,2930
"83","contig13805",72,"Desulfitobacterium hafniense Y51","Reverse",2941,0,-0.0675101828132328,-0.999751200000382,207.865117431226,1.01465290419685,0.437266235974158,2941
"84","contig13828",91,"Fake Bacteria","Reverse",2458,0,-0.0747554897319091,-0.999862864150147,188.773873004365,0.697393182031086,0.651342554922701,2458
"85","contig1389",11,"Streptococcus gallolyticus UCN34","Forward",2212,0,-0.0788375724589525,-0.999433822614714,183.131492533971,1.17422739996107,0.375226039783002,2212
"86","contig13945",21,"Granulibacter bethesdensis CGDNIH1","Forward",2392,0,-0.0718280719267952,-0.99998536434635,180.316771945951,0.185924747861792,0.600334448160535,2392
"87","contig14020",11,"Streptococcus gallolyticus UCN34","Forward",2252,0,-0.077506500676505,-0.999951193884959,176.99346310075,0.34493093115408,0.381438721136767,2252
"88","contig14085",11,"Streptococcus gallolyticus UCN34","Reverse",2520,0,-0.0766621155004518,-0.999796947503771,200.716265125013,0.778747465953534,0.36031746031746,2520
"89","contig14148",81,"Pelotomaculum thermopropionicum SI","Forward",2235,0,-0.0771730352932245,-0.999534025414216,182.500719281197,1.0534674072589,0.59910514541387,2235
"90","contig14168",101,"Mycoplasma arthritidis 158L3-1","Forward",2142,0,-0.0845955371112556,-0.999894731015564,183.474051451899,0.525926985496896,0.332866479925303,2142
"91","contig14180",91,"Fake Bacteria","Reverse",2368,0,-0.0764443363740343,-0.999975552282491,187.121896765872,0.290060193868478,0.665118243243243,2368
"92","contig14307",11,"Streptococcus gallolyticus UCN34","Reverse",2546,0,-0.0752390436155065,-0.999949239554294,199.241111783208,0.44224964140156,0.377847604084839,2546
"93","contig14328",32,"Granulibacter bethesdensis CGDNIH1","Forward",2773,0,-0.0721719536491174,-0.99994189879334,209.183882907116,0.431527462178226,0.575910566173819,2773
"94","contig14333",101,"Mycoplasma arthritidis 158L3-1","Forward",2628,0,-0.0871563702616859,-0.99971737543438,236.28303894855,1.08943666221518,0.323820395738204,2628
"95","contig14359",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2058,0,-0.0782480052613132,-0.999932501316774,165.119250358683,0.428773775333079,0.624878522837707,2058
"96","contig14369",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2063,0,-0.0727102563738241,-0.999908155001732,157.393050258261,0.465899666242975,0.583131362094038,2063
"97","contig14399",11,"Streptococcus gallolyticus UCN34","Reverse",2500,0,-0.07557699125863,-0.999933856947816,197.215162915291,0.434648576403586,0.3748,2500
"98","contig1443",81,"Pelotomaculum thermopropionicum SI","Reverse",2871,0,-0.0762570014050695,-0.999922236083592,224.329847813618,0.625418412681555,0.594566353187043,2871
"99","contig14470",91,"Fake Bacteria","Reverse",2318,0,-0.0751487426934787,-0.99981171398114,179.288045083329,0.774712154181155,0.653149266609146,2318
"100","contig14487",73,"Bacillus halodurans C-125","Forward",2749,0,-0.0666183289945319,-0.999972184972664,190.750938818082,0.273287789557132,0.453983266642415,2749
"101","contig14501",51,"Thiobacillus denitrificans ATCC 25259","Reverse",2047,0,-0.0924299541559953,-0.999978027558192,192.618880834351,0.250828294893704,0.679531021006351,2047
"102","contig1460",101,"Mycoplasma arthritidis 158L3-1","Forward",2184,0,-0.0902237064847967,-0.999571032468,203.133252664007,1.1546653803178,0.302197802197802,2184
"103","contig14667",21,"Granulibacter bethesdensis CGDNIH1","Forward",2185,0,-0.0746275432037147,-0.999972734410398,168.887699109658,0.240830771432432,0.617848970251716,2185
"104","contig14752",11,"Streptococcus gallolyticus UCN34","Reverse",2730,0,-0.076296507579155,-0.999794038801669,214.885800614896,0.845613871069924,0.372893772893773,2730
"105","contig14831",51,"Thiobacillus denitrificans ATCC 25259","Reverse",2983,0,-0.0898369223866856,-0.999966108604,282.00416708749,0.441306296669332,0.68085819644653,2983
"106","contig14925",91,"Fake Bacteria","Reverse",2873,0,-0.0744611860448884,-0.999987752909749,221.273348434928,0.211769523162013,0.652975983292725,2873
"107","contig15010",91,"Fake Bacteria","Forward",2311,0,-0.0763443771223457,-0.99994712986821,182.2398919348,0.415533558798437,0.662916486369537,2311
"108","contig15023",91,"Fake Bacteria","Reverse",2412,0,-0.0753169773344276,-0.999890656179037,188.964864484314,0.537370348353988,0.661276948590381,2412
"109","contig15045",91,"Fake Bacteria","Reverse",2041,0,-0.0780317149432192,-0.999904814416889,164.258414082639,0.43930172203619,0.669279764821166,2041
"110","contig15146",91,"Fake Bacteria","Reverse",2701,0,-0.0757651309105041,-0.999986408979322,210.031184283053,0.244375833029821,0.658274713069234,2701
"111","contig15283",32,"Granulibacter bethesdensis CGDNIH1","Forward",2326,0,-0.077854793916946,-0.999617920370051,187.514608615788,1.14731404119509,0.622527944969905,2326
"112","contig15426",101,"Mycoplasma arthritidis 158L3-1","Reverse",2669,0,-0.0852998371221249,-0.999909633286128,233.162983324393,0.612404167530883,0.324091420007493,2669
"113","contig15459",41,"Desulfitobacterium hafniense Y51","Reverse",2561,0,-0.070278577302152,-0.999942101784895,186.513926407547,0.443617860585881,0.447871925029285,2561
"114","contig15471",73,"Bacillus halodurans C-125","Forward",2041,0,-0.0676424275442555,-0.99998957514189,144.969782864884,0.126018068265439,0.449289563939245,2041
"115","contig15480",72,"Desulfitobacterium hafniense Y51","Reverse",2097,0,-0.0674912861087017,-0.99977953304809,150.907670036541,0.594415889184206,0.443967572722938,2097
"116","contig15482",21,"Granulibacter bethesdensis CGDNIH1","Forward",2090,0,-0.0731826586901315,-0.999955508960032,160.314344834658,0.288569371449011,0.605741626794258,2090
"117","contig15494",91,"Fake Bacteria","Forward",2668,0,-0.0756705210017118,-0.999966212067663,209.178803671301,0.331958883036093,0.657421289355322,2668
"118","contig15565",51,"Thiobacillus denitrificans ATCC 25259","Reverse",2818,0,-0.0895613819016906,-0.999956884847063,259.114285702087,0.468779760861203,0.677430801987225,2818
"119","contig1574",71,"Bacillus halodurans C-125","Reverse",2865,0,-0.0693314832364536,-0.999889228791038,206.131368634842,0.591356918680168,0.430017452006981,2865
"120","contig15772",101,"Mycoplasma arthritidis 158L3-1","Forward",2455,0,-0.0848537005763417,-0.999933195327726,216.093555964585,0.481606690724918,0.326680244399185,2455
"121","contig15805",11,"Streptococcus gallolyticus UCN34","Reverse",2957,0,-0.0772177977786277,-0.999929651095811,231.252389330728,0.541668882673416,0.385864051403449,2957
"122","contig1581",32,"Granulibacter bethesdensis CGDNIH1","Forward",2132,0,-0.0739570464018719,-0.999920777969346,163.73383575403,0.39699927671779,0.599437148217636,2132
"123","contig15826",11,"Streptococcus gallolyticus UCN34","Forward",2493,0,-0.0759058667895822,-0.999916215614088,194.149197606859,0.561356145922025,0.383473726434015,2493
"124","contig15875",91,"Fake Bacteria","Forward",2931,0,-0.0770464165371402,-0.999961223157665,229.866360091384,0.455526414453748,0.660525417946093,2931
"125","contig15971",31,"Thiobacillus denitrificans ATCC 25259","Reverse",2911,0,-0.077951505829813,-0.999948956487921,237.572677720993,0.525168958875883,0.62109240810718,2911
"126","contig15982",32,"Granulibacter bethesdensis CGDNIH1","Forward",2150,0,-0.0787554854523445,-0.999958414364356,173.643118917507,0.308851335762958,0.630232558139535,2150
"127","contig16043",101,"Mycoplasma arthritidis 158L3-1","Reverse",2640,0,-0.0871563840328232,-0.999938185777481,236.997712390676,0.511696521544581,0.319318181818182,2640
"128","contig16176",72,"Desulfitobacterium hafniense Y51","Reverse",2915,0,-0.0679413184646768,-0.999985250999065,205.995534534793,0.215131332832309,0.447341337907376,2915
"129","contig1620",91,"Fake Bacteria","Reverse",2187,0,-0.0748445568943003,-0.999661296024812,172.009982615175,0.852181342600371,0.652949245541838,2187
"130","contig16293",11,"Streptococcus gallolyticus UCN34","Reverse",2804,0,-0.076488309641399,-0.999919198331598,224.845971631743,0.545310097777365,0.373751783166904,2804
"131","contig16637",71,"Bacillus halodurans C-125","Reverse",2102,0,-0.0704416941734415,-0.999933068664149,153.723024347013,0.342668067956101,0.417697431018078,2102
"132","contig16650",71,"Bacillus halodurans C-125","Forward",2248,0,-0.0679482804102021,-0.999955921691453,160.947900919161,0.328653071715203,0.440391459074733,2248
"133","contig1679",11,"Streptococcus gallolyticus UCN34","Forward",2749,0,-0.0778510203995898,-0.999995202585239,219.152607180341,0.132631656153933,0.380138232084394,2749
"134","contig16803",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2800,0,-0.070493842581521,-0.999972501173863,205.940092974427,0.292765733585029,0.561071428571429,2800
"135","contig16813",11,"Streptococcus gallolyticus UCN34","Forward",2813,0,-0.0767359795478397,-0.999728179905959,223.698165648995,1.00687656353671,0.388197653750444,2813
"136","contig16879",91,"Fake Bacteria","Reverse",2455,0,-0.075995934707155,-0.999886894826449,191.647753552528,0.561261153422241,0.654175152749491,2455
"137","contig16902",61,"Pelotomaculum thermopropionicum SI","Forward",2625,0,-0.0723943739001991,-0.999954985822302,196.868812567706,0.360635511297038,0.516190476190476,2625
"138","contig16955",41,"Bacillus halodurans C-125","Forward",2297,0,-0.0710212425696219,-0.999867464538136,171.901849238233,0.53120608060853,0.438833260774924,2297
"139","contig17015",11,"Streptococcus gallolyticus UCN34","Forward",2582,0,-0.0767809025506276,-0.99995357765253,203.226684513402,0.382082540069786,0.381487219209915,2582
"140","contig17083",32,"Granulibacter bethesdensis CGDNIH1","Forward",2815,0,-0.0775505751524372,-0.999877084120458,221.86908167747,0.684624589350021,0.616341030195382,2815
"141","contig17087",51,"Thiobacillus denitrificans ATCC 25259","Forward",2782,0,-0.0889967925020216,-0.999706949848656,248.579485311347,1.19912721950334,0.677210639827462,2782
"142","contig17187",91,"Fake Bacteria","Forward",2547,0,-0.0772627699268377,-0.999920203994324,201.649432430428,0.497192198231789,0.667451904201021,2547
"143","contig1766",32,"Granulibacter bethesdensis CGDNIH1","Forward",2533,0,-0.0742747532089007,-0.999913432275088,193.466183782634,0.567301639896564,0.601263324121595,2533
"144","contig17684",21,"Granulibacter bethesdensis CGDNIH1","Reverse",2481,0,-0.0702318972906075,-0.999871194157523,184.922082802016,0.640605215887944,0.582426440951229,2481
"145","contig17722",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2118,0,-0.0756988243180793,-0.999975710345939,167.632512657711,0.256078026960721,0.6109537299339,2118
"146","contig17796",81,"Pelotomaculum thermopropionicum SI","Forward",2542,0,-0.0756267376532535,-0.999866446826336,198.011504226446,0.628479294863236,0.584579071597168,2542
"147","contig17853",51,"Thiobacillus denitrificans ATCC 25259","Reverse",2972,0,-0.0901821172065063,-0.999827527179053,275.909801080623,0.995753072770467,0.682705248990579,2972
"148","contig17892",11,"Streptococcus gallolyticus UCN34","Forward",2115,0,-0.0757507095852627,-0.999975090187797,168.911956055542,0.226170253786998,0.391962174940898,2115
"149","contig18101",11,"Streptococcus gallolyticus UCN34","Forward",2444,0,-0.0769248469233538,-0.999814546492997,194.370667088889,0.724232733980863,0.37684124386252,2444
"150","contig1813",101,"Mycoplasma arthritidis 158L3-1","Forward",2753,0,-0.0852946538401841,-0.99994420642507,240.813120440824,0.496154736935878,0.321830730112604,2753
"151","contig18173",11,"Streptococcus gallolyticus UCN34","Forward",2256,0,-0.0769003749275472,-0.999947080753572,179.981190357435,0.408956542945574,0.377659574468085,2256
"152","contig18176",11,"Streptococcus gallolyticus UCN34","Forward",2976,0,-0.0759834859229895,-0.999956365701643,232.356955937737,0.48402532886089,0.39247311827957,2976
"153","contig18299",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2180,0,-0.0766434725928895,-0.999989341248313,173.711233763158,0.154288410523702,0.614678899082569,2180
"154","contig18329",31,"Thiobacillus denitrificans ATCC 25259","Reverse",2310,0,-0.0773626653485817,-0.999951395064959,184.19914712551,0.352406907939614,0.619047619047619,2310
"155","contig18406",11,"Streptococcus gallolyticus UCN34","Reverse",2881,0,-0.0786326338914717,-0.99959758458427,233.393720899313,1.47251040049199,0.375564040263797,2881
"156","contig18453",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2113,0,-0.0753744061609549,-0.999867756729334,163.186755887889,0.593597443204216,0.604353999053478,2113
"157","contig18556",81,"Pelotomaculum thermopropionicum SI","Forward",2222,0,-0.0755998804563287,-0.999903432188996,174.720724933477,0.46696657401322,0.58955895589559,2222
"158","contig18585",71,"Bacillus halodurans C-125","Forward",2254,0,-0.0692120351146754,-0.999922747132343,166.465656771705,0.387837065683494,0.418811002661934,2254
"159","contig18640",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2032,0,-0.0753212518779467,-0.99998290744575,159.200752880941,0.17898881366477,0.606299212598425,2032
"160","contig18694",11,"Streptococcus gallolyticus UCN34","Forward",2357,0,-0.0771993143053481,-0.999975622392802,191.603975014122,0.254086789677286,0.374204497242257,2357
"161","contig18740",72,"Desulfitobacterium hafniense Y51","Forward",2525,0,-0.0671395284242498,-0.999895423084109,178.95127266527,0.49038445465329,0.443168316831683,2525
"162","contig18745",91,"Fake Bacteria","Forward",2237,0,-0.0749371137223689,-0.999913538565932,174.190748762589,0.440865180546709,0.656236030397854,2237
"163","contig18761",51,"Thiobacillus denitrificans ATCC 25259","Reverse",2697,0,-0.0904703881979568,-0.999926399581249,248.961694969891,0.59205500964112,0.67741935483871,2697
"164","contig18916",101,"Mycoplasma arthritidis 158L3-1","Reverse",2006,0,-0.0869294591157808,-0.999883623126539,181.600311673726,0.532239385037247,0.322532402791625,2006
"165","contig18924",31,"Granulibacter bethesdensis CGDNIH1","Reverse",2861,0,-0.0769712167210876,-0.999961874844012,226.868450263409,0.440460804237023,0.613072352324362,2861
"166","contig19042",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2391,0,-0.0739873527758339,-0.999968236988175,182.019068628601,0.322939540869063,0.596821413634463,2391
"167","contig19073",101,"Mycoplasma arthritidis 158L3-1","Reverse",2594,0,-0.0839670170307754,-0.999608156615524,226.121215653441,1.21981989748088,0.326908249807247,2594
"168","contig19168",101,"Mycoplasma arthritidis 158L3-1","Forward",2622,0,-0.0869746784675281,-0.999199979399743,238.410199393522,1.82559951911073,0.315026697177727,2622
"169","contig1923",72,"Desulfitobacterium hafniense Y51","Reverse",2926,0,-0.068931010717034,-0.999990557817797,209.229019912118,0.20082411006071,0.435748462064252,2926
"170","contig19366",32,"Granulibacter bethesdensis CGDNIH1","Reverse",2903,0,-0.0784280460283173,-0.999710605561659,229.41997686204,1.09580908827216,0.622803995866345,2903
"171","contig19373",91,"Fake Bacteria","Forward",2274,0,-0.0742420881441972,-0.999897910170508,176.864029607842,0.482499163526752,0.655672823218997,2274
