"","id","bin","taxon","NA","NA.1","ns","ofdeg","r","q","rms","gc","length"
"17","contig10555",41,"Bacillus halodurans C-125","Reverse",2989,0,-0.0704679357433459,-0.999966492210976,215.037075120582,0.344978104840352,0.445299431247909,2989
"18","contig10559",81,"Fake Bacteria","Reverse",2985,0,-0.0779849284680772,-0.999957164809302,235.637843827842,0.430937561056131,0.665996649916248,2985
"19","contig10649",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2406,0,-0.0898480113480325,-0.999870840924568,224.125157903166,0.79614970423738,0.677057356608479,2406
"20","contig10672",81,"Fake Bacteria","Forward",2363,0,-0.0761052638063511,-0.999947904464256,185.877175451299,0.420658551037925,0.657638595006348,2363
"21","contig10677",22,"Desulfitobacterium hafniense Y51","Reverse",2559,0,-0.07020941604557,-0.999973238991478,185.693712961616,0.262990629512494,0.505666275889019,2559
"22","contig10722",81,"Fake Bacteria","Forward",2099,0,-0.0763324024635199,-0.999887697916859,165.633494026739,0.48051141294188,0.66031443544545,2099
"23","contig10755",21,"Pelotomaculum thermopropionicum SI","Forward",2827,0,-0.0733077867955414,-0.99997181417134,215.14627483774,0.311180680420289,0.550053059780686,2827
"24","contig10901",11,"Granulibacter bethesdensis CGDNIH1","Forward",2576,0,-0.075955017519187,-0.99996620535864,200.586773638278,0.368573345917199,0.616847826086957,2576
"25","contig10960",11,"Granulibacter bethesdensis CGDNIH1","Forward",2500,0,-0.0779519804213061,-0.999982918965929,198.976250829894,0.227811056718911,0.6136,2500
"26","contig10994",41,"Bacillus halodurans C-125","Reverse",2107,0,-0.0703875509627005,-0.999975113486632,153.683087373733,0.209243242205671,0.447555766492644,2107
"27","contig10997",71,"Mycoplasma arthritidis 158L3-1","Forward",2811,0,-0.0919151469016093,-0.999754704783271,266.618901469659,1.31102962077428,0.307008182141587,2811
"28","contig11057",71,"Mycoplasma arthritidis 158L3-1","Reverse",2373,0,-0.0904031531068201,-0.9997287176598,225.930552231982,1.14528709918363,0.299620733249052,2373
"29","contig11063",41,"Bacillus halodurans C-125","Reverse",2915,0,-0.0688281593750157,-0.999982274818912,208.341985791613,0.238919095149843,0.443224699828473,2915
"30","contig11095",22,"Desulfitobacterium hafniense Y51","Forward",2031,0,-0.0704746975082318,-0.999960064656312,149.568645316672,0.255720752139554,0.489906450024618,2031
"31","contig11098",51,"Streptococcus gallolyticus UCN34","Forward",2075,0,-0.0774725267651463,-0.999921807692915,165.077081430827,0.402085466900839,0.375421686746988,2075
"32","contig11108",81,"Fake Bacteria","Forward",2852,0,-0.0774186614841586,-0.999962011730077,224.061868664744,0.384945368466123,0.663394109396914,2852
"33","contig11179",51,"Streptococcus gallolyticus UCN34","Forward",2369,0,-0.0764006451652377,-0.999978835435181,186.781670664505,0.235614454914757,0.387083157450401,2369
"34","contig11217",71,"Mycoplasma arthritidis 158L3-1","Forward",2505,0,-0.0894304662068083,-0.99994515412162,225.285282322111,0.469275773901104,0.321756487025948,2505
"35","contig11230",31,"Streptococcus gallolyticus UCN34","Reverse",2892,0,-0.0738888625199474,-0.999996476171506,221.766103865595,0.113462483279304,0.373098201936376,2892
"36","contig11315",22,"Desulfitobacterium hafniense Y51","Forward",2546,0,-0.0712635858202485,-0.999934195732423,186.106116041987,0.476937104846743,0.532600157109191,2546
"37","contig11342",41,"Bacillus halodurans C-125","Forward",2307,0,-0.0704122332716267,-0.999616522842658,167.93541695914,0.899901815548206,0.439098396185522,2307
"38","contig11372",81,"Fake Bacteria","Forward",2690,0,-0.074826219301457,-0.999968829375993,209.52896790896,0.31785860812687,0.656133828996282,2690
"39","contig11407",81,"Fake Bacteria","Reverse",2829,0,-0.0746538745245944,-0.999915440759529,218.163342896873,0.549530576734084,0.652173913043478,2829
"40","contig11438",71,"Mycoplasma arthritidis 158L3-1","Forward",2198,0,-0.0891954781965932,-0.999946795903215,203.467033226387,0.463444186403393,0.305732484076433,2198
"41","contig11446",22,"Desulfitobacterium hafniense Y51","Forward",2356,0,-0.0699357649331139,-0.999947883033012,170.903319739172,0.385449145814193,0.50848896434635,2356
"42","contig11451",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2489,0,-0.0885493359437522,-0.999965994632242,227.474372764326,0.363675850945218,0.675371635194857,2489
"43","contig11472",81,"Fake Bacteria","Forward",2537,0,-0.0764147629244086,-0.999959197781929,198.590646428456,0.350236406439044,0.659834450137958,2537
"44","contig1148",81,"Fake Bacteria","Forward",2988,0,-0.077451778412012,-0.999971905679323,238.394552420372,0.34698171610843,0.668005354752343,2988
"45","contig11502",22,"Desulfitobacterium hafniense Y51","Forward",2612,0,-0.0705469615602864,-0.999983188385706,190.289532414681,0.21371276592356,0.51416539050536,2612
"46","contig11514",23,"Prochlorococcus marinus MIT9303","Reverse",2018,0,-0.0698246905458951,-0.999964362381864,147.553726346518,0.272606970390065,0.514370664023786,2018
"47","contig11664",42,"Desulfitobacterium hafniense Y51","Reverse",2790,0,-0.068428407726462,-0.999976660853203,199.505787099674,0.260876957694048,0.448387096774194,2790
"48","contig11671",42,"Desulfitobacterium hafniense Y51","Reverse",2894,0,-0.0689584296345077,-0.999972064989955,206.462129712766,0.298334671522713,0.445058742225294,2894
"49","contig11741",71,"Mycoplasma arthritidis 158L3-1","Reverse",2124,0,-0.0900420506740068,-0.999942023658336,191.167618806433,0.411883750518995,0.317796610169492,2124
"50","contig11820",31,"Streptococcus gallolyticus UCN34","Forward",2945,0,-0.0749918630745835,-0.999709578836004,232.94619382308,1.06476365232268,0.367402376910017,2945
"51","contig11824",81,"Fake Bacteria","Reverse",2806,0,-0.0764597848613598,-0.999969400199829,219.525924787669,0.384571698793214,0.66143977191732,2806
"52","contig11873",81,"Fake Bacteria","Reverse",2454,0,-0.0760616674574306,-0.999885346817981,191.032607527747,0.565331552693063,0.656886715566422,2454
"53","contig11962",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2347,0,-0.0760096449646804,-0.9996318438348,182.481880187904,0.968329559569054,0.615679590967192,2347
"54","contig11982",71,"Mycoplasma arthritidis 158L3-1","Reverse",2784,0,-0.0916806835813235,-0.999931358932404,256.821848123746,0.598129677754713,0.302442528735632,2784
"55","contig12021",41,"Bacillus halodurans C-125","Forward",2389,0,-0.0683664751600586,-0.999901683820451,170.783571842031,0.458279685142087,0.448304730012558,2389
"56","contig12030",23,"Prochlorococcus marinus MIT9303","Forward",2923,0,-0.0700904860592603,-0.99998099645866,211.265846435832,0.252631921972547,0.514539856312008,2923
"57","contig12074",41,"Bacillus halodurans C-125","Reverse",2421,0,-0.0693358153287837,-0.999996417946818,175.655562263427,0.102904608265973,0.439900867410161,2421
"58","contig12122",81,"Fake Bacteria","Forward",2487,0,-0.0770271444651457,-0.999742993919934,197.424768904494,0.868725653095469,0.666264575794129,2487
"59","contig12158",22,"Desulfitobacterium hafniense Y51","Reverse",2406,0,-0.0706462822961668,-0.999993349734842,175.810292197494,0.142034122236314,0.508728179551122,2406
"60","contig12183",31,"Streptococcus gallolyticus UCN34","Forward",2247,0,-0.0716924828272406,-0.99986637494192,169.650176880284,0.526705473999284,0.392523364485981,2247
"61","contig12252",22,"Desulfitobacterium hafniense Y51","Reverse",2032,0,-0.0693823909721093,-0.999980801369993,146.313585807865,0.174739039404511,0.497047244094488,2032
"62","contig12320",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2177,0,-0.0733660560373767,-0.999926530444239,166.028485169032,0.387198415581926,0.588424437299035,2177
"63","contig12332",11,"Granulibacter bethesdensis CGDNIH1","Forward",2982,0,-0.0705306058373556,-0.999964249842478,214.621917042992,0.355714619008214,0.564050972501677,2982
"64","contig12352",81,"Fake Bacteria","Reverse",2208,0,-0.0750409630345871,-0.999965636557191,172.695941256679,0.314770372321862,0.657155797101449,2208
"65","contig1246",61,"Thiobacillus denitrificans ATCC 25259","Forward",2065,0,-0.0888577855311546,-0.999968927077419,189.498831833711,0.289308894630582,0.675060532687651,2065
"66","contig1247",81,"Fake Bacteria","Reverse",2012,0,-0.0744581068782684,-0.999979369220819,156.520252228888,0.192477696308613,0.650596421471173,2012
"67","contig12483",11,"Granulibacter bethesdensis CGDNIH1","Forward",2740,0,-0.0699083525593609,-0.999794444092601,199.420311005117,0.776884697548165,0.568613138686131,2740
"68","contig1249",41,"Bacillus halodurans C-125","Reverse",2067,0,-0.0707350475646883,-0.999987254271706,149.859679737859,0.147625598506035,0.439283986453798,2067
"69","contig1271",81,"Fake Bacteria","Forward",2591,0,-0.0772343794321309,-0.999980768900228,207.699242043561,0.284258460451317,0.669239675800849,2591
"70","contig12847",81,"Fake Bacteria","Forward",2204,0,-0.0770977902157942,-0.99998062021426,177.389793606384,0.211575474050155,0.668330308529946,2204
"71","contig12849",81,"Fake Bacteria","Forward",2835,0,-0.0768787500772967,-0.999985694345044,223.790533718059,0.233164777026825,0.664550264550265,2835
"72","contig12851",21,"Pelotomaculum thermopropionicum SI","Reverse",2462,0,-0.0720559783523094,-0.999983359668931,185.69828879678,0.204698526632249,0.521121039805037,2462
"73","contig12891",11,"Granulibacter bethesdensis CGDNIH1","Forward",2577,0,-0.0784363474288384,-0.999734206537074,206.754632707241,0.932179305513305,0.620876988746605,2577
"74","contig12910",23,"Prochlorococcus marinus MIT9303","Forward",2856,0,-0.0700016281199821,-0.999977618023484,206.975466381228,0.306485759250114,0.523809523809524,2856
"75","contig12920",81,"Fake Bacteria","Forward",2781,0,-0.0752592187647446,-0.999866498693271,216.244505750193,0.783403300842136,0.651564185544768,2781
"76","contig12921",51,"Streptococcus gallolyticus UCN34","Forward",2207,0,-0.0760980104523045,-0.9999958389564,173.136292364229,0.0968904635762132,0.390122338015406,2207
"77","contig13026",31,"Streptococcus gallolyticus UCN34","Forward",2402,0,-0.0747795052050285,-0.99988805693923,188.922687900949,0.537602801471151,0.371357202331391,2402
"78","contig131",81,"Fake Bacteria","Forward",2050,0,-0.0775137686766546,-0.999942617624147,164.488967539597,0.340475339226162,0.670243902439024,2050
"79","contig13110",51,"Streptococcus gallolyticus UCN34","Forward",2045,0,-0.0783306362656456,-0.999635186641973,168.084539123781,0.86561397280887,0.371638141809291,2045
"80","contig13152",42,"Desulfitobacterium hafniense Y51","Forward",2169,0,-0.0688050602190332,-0.999942136915333,158.079777478634,0.321251190317716,0.450899031811895,2169
"81","contig13214",81,"Fake Bacteria","Reverse",2704,0,-0.0767536883436749,-0.999993708160722,213.774991716571,0.14724154948468,0.665310650887574,2704
"82","contig13220",81,"Fake Bacteria","Forward",2863,0,-0.076108963915171,-0.999980736390882,225.521847972964,0.270526497372693,0.661194551170101,2863
"83","contig13224",11,"Granulibacter bethesdensis CGDNIH1","Forward",2124,0,-0.0717016135786418,-0.999983814019038,159.657358585763,0.173296067117524,0.593691148775895,2124
"84","contig13256",81,"Fake Bacteria","Reverse",2698,0,-0.0760938169969427,-0.99996311932904,213.767623241625,0.352681173597918,0.664936990363232,2698
"85","contig1329",11,"Granulibacter bethesdensis CGDNIH1","Forward",2963,0,-0.0753313295155319,-0.999968217215938,227.15477355603,0.355950865285042,0.60614242321971,2963
"86","contig13339",81,"Fake Bacteria","Forward",2336,0,-0.077217967695286,-0.99990778767804,183.782039462033,0.561308445599259,0.66138698630137,2336
"87","contig13356",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2087,0,-0.075120056847053,-0.999912315897,160.575007262618,0.415210039162983,0.612362242453282,2087
"88","contig13376",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2392,0,-0.0713265746741434,-0.999978406249623,176.351226828075,0.22426143858406,0.586120401337793,2392
"89","contig13388",11,"Granulibacter bethesdensis CGDNIH1","Forward",2644,0,-0.0721614340372361,-0.999972241535535,198.193770405004,0.284319526344143,0.585854765506808,2644
"90","contig13415",81,"Fake Bacteria","Reverse",2897,0,-0.077143707608827,-0.999639463363262,226.862536091275,1.2004776565295,0.661373835001726,2897
"91","contig1347",21,"Pelotomaculum thermopropionicum SI","Forward",2750,0,-0.0702867592930023,-0.999534510510227,201.245115145199,1.17993425031821,0.501818181818182,2750
"92","contig1353",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2806,0,-0.0752855521474759,-0.99998730545579,215.903414965097,0.243892989850672,0.594440484675695,2806
"93","contig13535",81,"Fake Bacteria","Forward",2849,0,-0.0776585404110741,-0.999980956070647,227.334433814574,0.273189221888431,0.667602667602668,2849
"94","contig13544",31,"Streptococcus gallolyticus UCN34","Reverse",2216,0,-0.0786012297672866,-0.999965392466804,179.94223147301,0.33203286578674,0.352436823104693,2216
"95","contig13587",11,"Granulibacter bethesdensis CGDNIH1","Forward",2270,0,-0.0730366780169805,-0.999623431048046,174.966381719044,0.910241852848823,0.577973568281938,2270
"96","contig13589",71,"Mycoplasma arthritidis 158L3-1","Reverse",2867,0,-0.0892822313232323,-0.99974198069746,259.661777695435,1.16309573875875,0.312521799790722,2867
"97","contig13709",23,"Prochlorococcus marinus MIT9303","Reverse",2777,0,-0.0704563310101477,-0.999977764113726,201.154780356511,0.260940747591284,0.524306805905654,2777
"98","contig13729",81,"Fake Bacteria","Reverse",2930,0,-0.0765800173072691,-0.999921652320243,232.151335975507,0.561780505304733,0.661774744027304,2930
"99","contig13759",23,"Prochlorococcus marinus MIT9303","Reverse",2146,0,-0.0719147269068027,-0.999837304631782,159.295335310005,0.637930296610642,0.53448275862069,2146
"100","contig13762",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2290,0,-0.075692040778718,-0.999976433234875,180.33763436958,0.238006245527867,0.615720524017467,2290
"101","contig13790",41,"Bacillus halodurans C-125","Forward",2474,0,-0.0696674925430733,-0.999974679380057,177.866019000784,0.245305797509796,0.447453516572352,2474
"102","contig13828",81,"Fake Bacteria","Reverse",2458,0,-0.0747554897319091,-0.999862864150147,188.773873004365,0.697393182031086,0.651342554922701,2458
"103","contig1389",51,"Streptococcus gallolyticus UCN34","Forward",2212,0,-0.0788375724589525,-0.999433822614714,183.131492533971,1.17422739996107,0.375226039783002,2212
"104","contig13946",31,"Streptococcus gallolyticus UCN34","Reverse",2579,0,-0.0735945205814853,-0.999699904098337,202.61487587738,0.930546278887436,0.376502520356727,2579
"105","contig13961",21,"Pelotomaculum thermopropionicum SI","Reverse",2261,0,-0.0697801527771569,-0.999973140707956,165.4875230707,0.264844546159597,0.498894294559929,2261
"106","contig1398",23,"Prochlorococcus marinus MIT9303","Reverse",2747,0,-0.070450309504652,-0.999971294233557,201.305226444486,0.293255831976006,0.527120495085548,2747
"107","contig14009",23,"Prochlorococcus marinus MIT9303","Forward",2273,0,-0.071328399616331,-0.999986302396869,168.458175551148,0.194457326641691,0.536295644522657,2273
"108","contig14020",51,"Streptococcus gallolyticus UCN34","Forward",2252,0,-0.077506500676505,-0.999951193884959,176.99346310075,0.34493093115408,0.381438721136767,2252
"109","contig14085",31,"Streptococcus gallolyticus UCN34","Reverse",2520,0,-0.0766621155004518,-0.999796947503771,200.716265125013,0.778747465953534,0.36031746031746,2520
"110","contig14105",31,"Streptococcus gallolyticus UCN34","Reverse",2817,0,-0.0780232903163722,-0.999898042272148,228.532726858622,0.62772063056168,0.354632587859425,2817
"111","contig1413",81,"Fake Bacteria","Reverse",2021,0,-0.0762255782293892,-0.999960237588644,159.281746195291,0.274629002307969,0.656605640771895,2021
"112","contig14180",81,"Fake Bacteria","Reverse",2368,0,-0.0764443363740343,-0.999975552282491,187.121896765872,0.290060193868478,0.665118243243243,2368
"113","contig14193",41,"Bacillus halodurans C-125","Forward",2570,0,-0.0683538947123548,-0.999954787426683,182.593883932737,0.33410711327481,0.449416342412451,2570
"114","contig14328",11,"Granulibacter bethesdensis CGDNIH1","Forward",2773,0,-0.0721719536491174,-0.99994189879334,209.183882907116,0.431527462178226,0.575910566173819,2773
"115","contig14333",71,"Mycoplasma arthritidis 158L3-1","Forward",2628,0,-0.0871563702616859,-0.99971737543438,236.28303894855,1.08943666221518,0.323820395738204,2628
"116","contig14364",71,"Mycoplasma arthritidis 158L3-1","Forward",2617,0,-0.0880966890733907,-0.999881697318311,231.85489884008,0.709265167767503,0.317157050057318,2617
"117","contig14369",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2063,0,-0.0727102563738241,-0.999908155001732,157.393050258261,0.465899666242975,0.583131362094038,2063
"118","contig14410",51,"Streptococcus gallolyticus UCN34","Reverse",2560,0,-0.0766530184401555,-0.999965548958906,202.105293721688,0.325781648762474,0.38125,2560
"119","contig14470",81,"Fake Bacteria","Reverse",2318,0,-0.0751487426934787,-0.99981171398114,179.288045083329,0.774712154181155,0.653149266609146,2318
"120","contig14501",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2047,0,-0.0924299541559953,-0.999978027558192,192.618880834351,0.250828294893704,0.679531021006351,2047
"121","contig14574",23,"Prochlorococcus marinus MIT9303","Forward",2663,0,-0.0718833320588023,-0.999936732596992,197.804404851348,0.430714979631572,0.514457378895982,2663
"122","contig1460",71,"Mycoplasma arthritidis 158L3-1","Forward",2184,0,-0.0902237064847967,-0.999571032468,203.133252664007,1.1546653803178,0.302197802197802,2184
"123","contig14606",42,"Desulfitobacterium hafniense Y51","Reverse",2305,0,-0.0700184559352481,-0.999979879808361,167.202362639993,0.204762830942541,0.444251626898048,2305
"124","contig14624",31,"Streptococcus gallolyticus UCN34","Forward",2828,0,-0.074271913986336,-0.999919446931771,219.955596168638,0.533272582410873,0.376944837340877,2828
"125","contig14680",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2965,0,-0.0743924911486155,-0.999833588934085,225.069482443031,0.804904102606057,0.606408094435076,2965
"126","contig14820",23,"Prochlorococcus marinus MIT9303","Forward",2059,0,-0.0694198368965412,-0.999968840845831,147.696955550402,0.225786921496176,0.516755706653715,2059
"127","contig14831",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2983,0,-0.0898369223866856,-0.999966108604,282.00416708749,0.441306296669332,0.68085819644653,2983
"128","contig14832",51,"Streptococcus gallolyticus UCN34","Forward",2905,0,-0.0793898100369931,-0.999941264320535,238.467240415742,0.499949413262738,0.367986230636833,2905
"129","contig14870",22,"Desulfitobacterium hafniense Y51","Reverse",2995,0,-0.0703947675002587,-0.999938287885187,214.936108747923,0.46847622183723,0.502170283806344,2995
"130","contig14925",81,"Fake Bacteria","Reverse",2873,0,-0.0744611860448884,-0.999987752909749,221.273348434928,0.211769523162013,0.652975983292725,2873
"131","contig14962",22,"Desulfitobacterium hafniense Y51","Reverse",2201,0,-0.0713306845460912,-0.999967961639231,163.424997217977,0.28783215000851,0.54020899591095,2201
"132","contig15010",81,"Fake Bacteria","Forward",2311,0,-0.0763443771223457,-0.99994712986821,182.2398919348,0.415533558798437,0.662916486369537,2311
"133","contig15023",81,"Fake Bacteria","Reverse",2412,0,-0.0753169773344276,-0.999890656179037,188.964864484314,0.537370348353988,0.661276948590381,2412
"134","contig15045",81,"Fake Bacteria","Reverse",2041,0,-0.0780317149432192,-0.999904814416889,164.258414082639,0.43930172203619,0.669279764821166,2041
"135","contig15146",81,"Fake Bacteria","Reverse",2701,0,-0.0757651309105041,-0.999986408979322,210.031184283053,0.244375833029821,0.658274713069234,2701
"136","contig15203",23,"Prochlorococcus marinus MIT9303","Reverse",2859,0,-0.0724021046908854,-0.999957305344515,215.783471454063,0.382703894136943,0.541448058761805,2859
"137","contig15283",11,"Granulibacter bethesdensis CGDNIH1","Forward",2326,0,-0.077854793916946,-0.999617920370051,187.514608615788,1.14731404119509,0.622527944969905,2326
"138","contig15288",22,"Desulfitobacterium hafniense Y51","Forward",2725,0,-0.0691508357429527,-0.99996380328576,196.746484089774,0.320667793167017,0.508990825688073,2725
"139","contig15402",42,"Desulfitobacterium hafniense Y51","Forward",2576,0,-0.0698307786073388,-0.999995898232133,184.262543508899,0.118050080615275,0.434394409937888,2576
"140","contig15426",71,"Mycoplasma arthritidis 158L3-1","Reverse",2669,0,-0.0852998371221249,-0.999909633286128,233.162983324393,0.612404167530883,0.324091420007493,2669
"141","contig15452",41,"Bacillus halodurans C-125","Forward",2479,0,-0.0692586768321877,-0.999981566628591,177.959901655281,0.208583166185025,0.446954417103671,2479
"142","contig15482",11,"Granulibacter bethesdensis CGDNIH1","Forward",2090,0,-0.0731826586901315,-0.999955508960032,160.314344834658,0.288569371449011,0.605741626794258,2090
"143","contig15493",42,"Desulfitobacterium hafniense Y51","Forward",2132,0,-0.0703925540014873,-0.999926317813818,157.648453970966,0.364412563645764,0.444652908067542,2132
"144","contig15494",81,"Fake Bacteria","Forward",2668,0,-0.0756705210017118,-0.999966212067663,209.178803671301,0.331958883036093,0.657421289355322,2668
"145","contig15565",61,"Thiobacillus denitrificans ATCC 25259","Reverse",2818,0,-0.0895613819016906,-0.999956884847063,259.114285702087,0.468779760861203,0.677430801987225,2818
"146","contig15739",51,"Streptococcus gallolyticus UCN34","Forward",2766,0,-0.0764353339104283,-0.999893223889093,217.874263524659,0.70795456765369,0.39587852494577,2766
"147","contig15791",21,"Pelotomaculum thermopropionicum SI","Reverse",2705,0,-0.0709246381015157,-0.999911189279084,196.281542703134,0.511412175754477,0.51645101663586,2705
"148","contig15805",51,"Streptococcus gallolyticus UCN34","Reverse",2957,0,-0.0772177977786277,-0.999929651095811,231.252389330728,0.541668882673416,0.385864051403449,2957
"149","contig1581",11,"Granulibacter bethesdensis CGDNIH1","Forward",2132,0,-0.0739570464018719,-0.999920777969346,163.73383575403,0.39699927671779,0.599437148217636,2132
"150","contig15875",81,"Fake Bacteria","Forward",2931,0,-0.0770464165371402,-0.999961223157665,229.866360091384,0.455526414453748,0.660525417946093,2931
"151","contig15943",21,"Pelotomaculum thermopropionicum SI","Reverse",2607,0,-0.0694917545133074,-0.99998901075512,188.290994257106,0.169852197011679,0.510932105868815,2607
"152","contig15982",11,"Granulibacter bethesdensis CGDNIH1","Forward",2150,0,-0.0787554854523445,-0.999958414364356,173.643118917507,0.308851335762958,0.630232558139535,2150
"153","contig16034",42,"Pelotomaculum thermopropionicum SI","Forward",2663,0,-0.0686208627170178,-0.999966522336979,189.732801453031,0.299085810254829,0.451370634622606,2663
"154","contig16043",71,"Mycoplasma arthritidis 158L3-1","Reverse",2640,0,-0.0871563840328232,-0.999938185777481,236.997712390676,0.511696521544581,0.319318181818182,2640
"155","contig16067",42,"Desulfitobacterium hafniense Y51","Forward",2462,0,-0.0707484595412056,-0.999956690776699,178.82608331214,0.324249704388561,0.433793663688058,2462
"156","contig1620",81,"Fake Bacteria","Reverse",2187,0,-0.0748445568943003,-0.999661296024812,172.009982615175,0.852181342600371,0.652949245541838,2187
"157","contig1627",41,"Bacillus halodurans C-125","Forward",2175,0,-0.0698681253823669,-0.999992367409487,158.392105599484,0.118746791423909,0.43816091954023,2175
"158","contig16551",11,"Granulibacter bethesdensis CGDNIH1","Forward",2520,0,-0.0744689873195757,-0.99971491651897,193.804611151859,0.896395942343479,0.612698412698413,2520
"159","contig16571",23,"Prochlorococcus marinus MIT9303","Reverse",2127,0,-0.0701470176257909,-0.999935982594372,155.761744780926,0.337635356387494,0.526563234602727,2127
"160","contig1662",31,"Streptococcus gallolyticus UCN34","Reverse",2451,0,-0.0767188049813885,-0.99992655986546,193.847393459434,0.521979223741444,0.355773153814769,2451
"161","contig16621",41,"Bacillus halodurans C-125","Reverse",2711,0,-0.0707630232248627,-0.99994559901588,197.165772582227,0.458343859804699,0.443747694577647,2711
"162","contig16695",51,"Streptococcus gallolyticus UCN34","Forward",2043,0,-0.0762888152046982,-0.999914814911644,162.694382622297,0.46620726778789,0.384238864415076,2043
"163","contig16706",31,"Streptococcus gallolyticus UCN34","Forward",2739,0,-0.0734002948163807,-0.999833800871265,212.077693150589,0.733435406691063,0.380795910916393,2739
"164","contig16769",23,"Prochlorococcus marinus MIT9303","Reverse",2086,0,-0.0709336055813585,-0.999992213458994,152.928711903269,0.13379071434939,0.531639501438159,2086
"165","contig1679",51,"Streptococcus gallolyticus UCN34","Forward",2749,0,-0.0778510203995898,-0.999995202585239,219.152607180341,0.132631656153933,0.380138232084394,2749
"166","contig16791",42,"Desulfitobacterium hafniense Y51","Forward",2885,0,-0.0690744212023426,-0.999953784649469,205.534624984398,0.383191868709784,0.44159445407279,2885
"167","contig16803",11,"Granulibacter bethesdensis CGDNIH1","Reverse",2800,0,-0.070493842581521,-0.999972501173863,205.940092974427,0.292765733585029,0.561071428571429,2800
"168","contig16813",51,"Streptococcus gallolyticus UCN34","Forward",2813,0,-0.0767359795478397,-0.999728179905959,223.698165648995,1.00687656353671,0.388197653750444,2813
"169","contig16879",81,"Fake Bacteria","Reverse",2455,0,-0.075995934707155,-0.999886894826449,191.647753552528,0.561261153422241,0.654175152749491,2455
"170","contig17015",51,"Streptococcus gallolyticus UCN34","Forward",2582,0,-0.0767809025506276,-0.99995357765253,203.226684513402,0.382082540069786,0.381487219209915,2582
"171","contig17083",11,"Granulibacter bethesdensis CGDNIH1","Forward",2815,0,-0.0775505751524372,-0.999877084120458,221.86908167747,0.684624589350021,0.616341030195382,2815
