"","id","bin","taxon","NA","NA.1","ns","ofdeg","r","q","rms","gc","length"
"17","contig10521",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2109,0,-0.092057134874194,-0.999938101882419,199.578143912678,0.432258742717673,0.683736367946894,2109
"18","contig10539",31,"Fake Bacteria","Forward",2861,0,-0.0768128736477413,-0.999964915523417,225.373307590671,0.421661184427507,0.663404404054526,2861
"19","contig10555",11,"Bacillus halodurans C-125","Reverse",2989,0,-0.0705062604351504,-0.999941116658301,215.02797394625,0.457571816907533,0.445299431247909,2989
"20","contig10649",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2406,0,-0.0883721648408629,-0.999934438906475,223.144347184301,0.557881135351267,0.677057356608479,2406
"21","contig10672",31,"Fake Bacteria","Forward",2363,0,-0.0760359720157643,-0.999990172761984,185.70535964112,0.182530667910427,0.657638595006348,2363
"22","contig10722",31,"Fake Bacteria","Forward",2099,0,-0.0754397473313943,-0.999903756835178,164.759524038842,0.43962341083543,0.66031443544545,2099
"23","contig10814",51,"Prochlorococcus marinus MIT9303","Forward",2583,0,-0.0693564209779815,-0.99995620963147,185.021072357193,0.335348005264153,0.529616724738676,2583
"24","contig10881",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2989,0,-0.0747098266427542,-0.999985160746191,231.837313570454,0.243391145953448,0.61525593844095,2989
"25","contig10901",72,"Granulibacter bethesdensis CGDNIH1","Forward",2576,0,-0.0758049282309023,-0.99998986391208,200.621005764542,0.201450548902127,0.616847826086957,2576
"26","contig10957",61,"Mycoplasma arthritidis 158L3-1","Reverse",2555,0,-0.0825594427613533,-0.999779409280571,218.985327308013,0.886274350550791,0.335029354207436,2555
"27","contig10960",72,"Granulibacter bethesdensis CGDNIH1","Forward",2500,0,-0.0779561009713578,-0.999899901094764,198.97501320837,0.55154681582564,0.6136,2500
"28","contig10997",61,"Mycoplasma arthritidis 158L3-1","Forward",2811,0,-0.0920845369947045,-0.999776948105827,266.922987875567,1.25245836636655,0.307008182141587,2811
"29","contig11015",21,"Streptococcus gallolyticus UCN34","Reverse",2692,0,-0.0754771135659261,-0.999941463752162,208.671371566508,0.439733884172331,0.37964338781575,2692
"30","contig11021",21,"Streptococcus gallolyticus UCN34","Reverse",2882,0,-0.0738934994839415,-0.999858423448223,225.251495427186,0.716817426610232,0.381332408049965,2882
"31","contig11057",61,"Mycoplasma arthritidis 158L3-1","Reverse",2373,0,-0.0908635477567673,-0.999723475987478,226.39728713274,1.16219191982114,0.299620733249052,2373
"32","contig11095",53,"Desulfitobacterium hafniense Y51","Forward",2031,0,-0.0700966273382229,-0.999950854237465,149.372949897388,0.282161139934038,0.489906450024618,2031
"33","contig11098",21,"Streptococcus gallolyticus UCN34","Forward",2075,0,-0.0771768770364765,-0.999961255359042,164.945482636949,0.281947866844974,0.375421686746988,2075
"34","contig11108",31,"Fake Bacteria","Forward",2852,0,-0.0778065983250772,-0.999987024768029,224.045352945185,0.226096859086485,0.663394109396914,2852
"35","contig11217",61,"Mycoplasma arthritidis 158L3-1","Forward",2505,0,-0.0887096184275885,-0.999843440454189,224.537556867609,0.786528137090747,0.321756487025948,2505
"36","contig11315",53,"Desulfitobacterium hafniense Y51","Forward",2546,0,-0.0714380421296538,-0.999926879186007,186.253143718226,0.503986432876981,0.532600157109191,2546
"37","contig11342",11,"Bacillus halodurans C-125","Forward",2307,0,-0.0702072447844601,-0.999677230544605,167.792645019275,0.823162584277885,0.439098396185522,2307
"38","contig11355",61,"Mycoplasma arthritidis 158L3-1","Forward",2914,0,-0.0846912337869811,-0.999866837825032,250.347342237458,0.805556898242015,0.327728208647907,2914
"39","contig11388",11,"Bacillus halodurans C-125","Forward",2130,0,-0.0675113925669403,-0.999939660757282,152.193744067351,0.315952099334858,0.453990610328639,2130
"40","contig11407",31,"Fake Bacteria","Reverse",2829,0,-0.0745211995053675,-0.999978407895626,217.85320917908,0.27718248522201,0.652173913043478,2829
"41","contig1141",21,"Streptococcus gallolyticus UCN34","Forward",2263,0,-0.0738450641857711,-0.999941432580906,172.679729762934,0.414466059534148,0.391515687140963,2263
"42","contig11438",61,"Mycoplasma arthritidis 158L3-1","Forward",2198,0,-0.0896923374245402,-0.9999229053328,203.880182333412,0.560992889083626,0.305732484076433,2198
"43","contig11451",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2489,0,-0.0883533574727269,-0.999973311360091,227.338486407719,0.321469157756293,0.675371635194857,2489
"44","contig11466",11,"Bacillus halodurans C-125","Reverse",2780,0,-0.0682276285698845,-0.999984548951229,198.338225326441,0.210879362679503,0.429496402877698,2780
"45","contig11472",31,"Fake Bacteria","Forward",2537,0,-0.0761523604005382,-0.999974290437009,198.275039768367,0.277056237537553,0.659834450137958,2537
"46","contig1148",31,"Fake Bacteria","Forward",2988,0,-0.0768990855392202,-0.999963722526783,237.682612019753,0.391478832676928,0.668005354752343,2988
"47","contig11502",53,"Desulfitobacterium hafniense Y51","Forward",2612,0,-0.070485644699505,-0.999961255242413,189.788569949034,0.324161727061943,0.51416539050536,2612
"48","contig11514",51,"Prochlorococcus marinus MIT9303","Reverse",2018,0,-0.0697276868604907,-0.999956485946989,147.28091604928,0.300812717974095,0.514370664023786,2018
"49","contig11664",12,"Desulfitobacterium hafniense Y51","Reverse",2790,0,-0.0684812990090042,-0.99996595641897,199.253741754695,0.315318820995694,0.448387096774194,2790
"50","contig11665",11,"Bacillus halodurans C-125","Reverse",2838,0,-0.0691437826039611,-0.999929864836464,204.238235643546,0.464872776014652,0.433403805496829,2838
"51","contig11714",31,"Fake Bacteria","Reverse",2297,0,-0.0760974827022983,-0.999748228341263,181.113704836792,0.784551181889227,0.658249891162386,2297
"52","contig11780",52,"Pelotomaculum thermopropionicum SI","Forward",2012,0,-0.0722911008192017,-0.999892918097624,157.425003442061,0.425776458189959,0.527833001988072,2012
"53","contig11816",31,"Fake Bacteria","Forward",2848,0,-0.0765909698304609,-0.99998006237598,226.002148928029,0.275510699261368,0.666081460674157,2848
"54","contig11824",31,"Fake Bacteria","Reverse",2806,0,-0.0762368439867058,-0.9999614690583,219.049607035808,0.430286041962405,0.66143977191732,2806
"55","contig11845",11,"Bacillus halodurans C-125","Forward",2201,0,-0.0670551459898316,-0.999931642609181,154.865630562445,0.395243237294756,0.458882326215357,2201
"56","contig11873",31,"Fake Bacteria","Reverse",2454,0,-0.076118296405179,-0.999923524714785,191.215383937867,0.462042050876723,0.656886715566422,2454
"57","contig11898",51,"Prochlorococcus marinus MIT9303","Reverse",2408,0,-0.0703056403905981,-0.999993055889295,175.410708302201,0.144574125442099,0.536129568106312,2408
"58","contig11921",11,"Bacillus halodurans C-125","Forward",2598,0,-0.0679063138825874,-0.999948011302337,186.312608729377,0.35983349030954,0.439183987682833,2598
"59","contig11962",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2347,0,-0.0761143376522933,-0.999885092788083,182.93566892381,0.541621693851182,0.615679590967192,2347
"60","contig11982",61,"Mycoplasma arthritidis 158L3-1","Reverse",2784,0,-0.090779414481615,-0.999811168274998,255.748747982578,0.982402606347704,0.302442528735632,2784
"61","contig12021",11,"Bacillus halodurans C-125","Forward",2389,0,-0.0681088078116808,-0.999949445933428,170.590021051432,0.327371363941725,0.448304730012558,2389
"62","contig12030",51,"Prochlorococcus marinus MIT9303","Forward",2923,0,-0.070078656733557,-0.999981093644769,211.142157059578,0.251942554402039,0.514539856312008,2923
"63","contig12074",11,"Bacillus halodurans C-125","Reverse",2421,0,-0.0693826317042436,-0.999995791653629,175.48075566579,0.111613799838908,0.439900867410161,2421
"64","contig12089",21,"Streptococcus gallolyticus UCN34","Forward",2403,0,-0.0755353984700841,-0.999970130083226,188.172234437129,0.321487768909119,0.377028714107366,2403
"65","contig12158",53,"Desulfitobacterium hafniense Y51","Reverse",2406,0,-0.0702990772301587,-0.999988828031386,175.507370806337,0.183189192826055,0.508728179551122,2406
"66","contig12254",41,"Thiobacillus denitrificans ATCC 25259","Forward",2589,0,-0.090084780603111,-0.999890761065456,235.594949024267,0.689795718216072,0.667439165701043,2589
"67","contig12310",61,"Mycoplasma arthritidis 158L3-1","Reverse",2206,0,-0.088287517155256,-0.999285174634699,197.540707867952,1.68819675179015,0.323209428830462,2206
"68","contig12320",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2177,0,-0.0735024503375909,-0.999979164232063,165.991928380377,0.206573267805028,0.588424437299035,2177
"69","contig12352",31,"Fake Bacteria","Reverse",2208,0,-0.0750939680248562,-0.999909500807154,172.803826867348,0.511202309047897,0.657155797101449,2208
"70","contig12366",72,"Granulibacter bethesdensis CGDNIH1","Forward",2370,0,-0.0749757229953831,-0.999951208674411,185.97757795472,0.35107604998624,0.621097046413502,2370
"71","contig1246",41,"Thiobacillus denitrificans ATCC 25259","Forward",2065,0,-0.0884989004020573,-0.999916206112189,189.287656956874,0.473190990702436,0.675060532687651,2065
"72","contig1249",11,"Bacillus halodurans C-125","Reverse",2067,0,-0.0709114794786323,-0.999977393733942,150.092074849951,0.197096480378915,0.439283986453798,2067
"73","contig12542",11,"Bacillus halodurans C-125","Forward",2383,0,-0.0681685029924606,-0.999952054335146,169.758726449395,0.364528793864722,0.44146034410407,2383
"74","contig12690",61,"Mycoplasma arthritidis 158L3-1","Forward",2929,0,-0.0892229070156023,-0.999938380279588,270.126133244427,0.580455480747986,0.305565039262547,2929
"75","contig12691",11,"Bacillus halodurans C-125","Forward",2702,0,-0.0681518724292625,-0.999871747624688,191.382719497407,0.589936983443054,0.447076239822354,2702
"76","contig1271",31,"Fake Bacteria","Forward",2591,0,-0.0777559992701148,-0.999982172585147,208.201764502605,0.275535976833085,0.669239675800849,2591
"77","contig12802",21,"Streptococcus gallolyticus UCN34","Reverse",2933,0,-0.0740102969626839,-0.999945293906512,230.964765253956,0.454168125479218,0.391067166723491,2933
"78","contig12818",21,"Streptococcus gallolyticus UCN34","Forward",2141,0,-0.0756495423085212,-0.999972667486868,169.841885171011,0.274260594671628,0.38626809901915,2141
"79","contig12847",31,"Fake Bacteria","Forward",2204,0,-0.0770332637582738,-0.999906457260295,177.351207395348,0.464468649857237,0.668330308529946,2204
"80","contig12849",31,"Fake Bacteria","Forward",2835,0,-0.0767947800628898,-0.999972118780337,224.002904659656,0.32515824039319,0.664550264550265,2835
"81","contig12851",52,"Pelotomaculum thermopropionicum SI","Reverse",2462,0,-0.0719720693032565,-0.999982500785013,185.729307001296,0.209670470057241,0.521121039805037,2462
"82","contig12875",52,"Pelotomaculum thermopropionicum SI","Reverse",2354,0,-0.0712677900937959,-0.99990501210846,175.357971447442,0.462483993060304,0.506796941376381,2354
"83","contig12891",72,"Granulibacter bethesdensis CGDNIH1","Forward",2577,0,-0.0786324191424677,-0.999457878426701,207.36079130799,1.334903827735,0.620876988746605,2577
"84","contig12909",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2869,0,-0.0765691629221388,-0.99999482612494,225.74359043789,0.141380802752995,0.609620076681771,2869
"85","contig12910",51,"Prochlorococcus marinus MIT9303","Forward",2856,0,-0.0700140135954526,-0.99991661218638,206.674414836401,0.591710234660351,0.523809523809524,2856
"86","contig12911",21,"Streptococcus gallolyticus UCN34","Forward",2945,0,-0.0787306420922681,-0.999961980639744,238.245863579528,0.404379294922275,0.362308998302207,2945
"87","contig12920",31,"Fake Bacteria","Forward",2781,0,-0.0750813113424844,-0.999948221066045,216.761710457747,0.486703773107587,0.651564185544768,2781
"88","contig13026",21,"Streptococcus gallolyticus UCN34","Forward",2402,0,-0.0744984197420451,-0.999954767392628,188.765164655966,0.340432871734254,0.371357202331391,2402
"89","contig13070",11,"Bacillus halodurans C-125","Reverse",2108,0,-0.0686962631190926,-0.999953373943253,150.961722422315,0.320458730942265,0.43595825426945,2108
"90","contig1309",71,"Thiobacillus denitrificans ATCC 25259","Forward",2744,0,-0.0734533042908734,-0.99998659315922,207.872485679012,0.20873572302192,0.605685131195335,2744
"91","contig13110",21,"Streptococcus gallolyticus UCN34","Forward",2045,0,-0.0772257207262849,-0.999891517374324,167.064089496833,0.465281502021532,0.371638141809291,2045
"92","contig13214",31,"Fake Bacteria","Reverse",2704,0,-0.0766169114971848,-0.999981118763856,213.600560051605,0.25461633843227,0.665310650887574,2704
"93","contig13216",53,"Desulfitobacterium hafniense Y51","Forward",2075,0,-0.0689974722916418,-0.999842394259477,150.485194256747,0.508432974016182,0.512771084337349,2075
"94","contig13220",31,"Fake Bacteria","Forward",2863,0,-0.0762374124262308,-0.999995234897606,225.648562737023,0.134773564415132,0.661194551170101,2863
"95","contig13224",72,"Granulibacter bethesdensis CGDNIH1","Forward",2124,0,-0.072113286787697,-0.999979646585485,159.833648921557,0.19544544413489,0.593691148775895,2124
"96","contig1329",72,"Granulibacter bethesdensis CGDNIH1","Forward",2963,0,-0.0760775823113455,-0.999818718033706,227.279879199862,0.858620310269466,0.60614242321971,2963
"97","contig13301",12,"Desulfitobacterium hafniense Y51","Reverse",2444,0,-0.0685455118154595,-0.99992935828629,173.968370813882,0.398259568507907,0.426350245499182,2444
"98","contig13347",53,"Desulfitobacterium hafniense Y51","Forward",2451,0,-0.0706525402476657,-0.999991705644352,178.749390795896,0.161540916784766,0.494900040799674,2451
"99","contig13356",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2087,0,-0.0757527171405828,-0.999856398440394,160.932903340937,0.535855280938977,0.612362242453282,2087
"100","contig13377",21,"Streptococcus gallolyticus UCN34","Forward",2007,0,-0.0771733035161691,-0.99993086729611,161.583417305101,0.364231480507721,0.368211260587942,2007
"101","contig13388",72,"Granulibacter bethesdensis CGDNIH1","Forward",2644,0,-0.0727677984325465,-0.999956343825474,198.707881921511,0.359559746220759,0.585854765506808,2644
"102","contig13415",31,"Fake Bacteria","Reverse",2897,0,-0.0766626521886873,-0.999948211251557,226.904603062801,0.452043084832982,0.661373835001726,2897
"103","contig13421",53,"Desulfitobacterium hafniense Y51","Reverse",2673,0,-0.0716601991734533,-0.99991415428133,196.518224906737,0.502046703036762,0.537224092779648,2673
"104","contig1347",52,"Pelotomaculum thermopropionicum SI","Forward",2750,0,-0.0694378297586524,-0.999778510161459,200.090985319019,0.803938602444605,0.501818181818182,2750
"105","contig1353",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2806,0,-0.0754706217302661,-0.999978094523563,215.900254257722,0.321171057147328,0.594440484675695,2806
"106","contig13535",31,"Fake Bacteria","Forward",2849,0,-0.0770202868067856,-0.999980152178295,227.013380250365,0.27660362980663,0.667602667602668,2849
"107","contig13561",21,"Streptococcus gallolyticus UCN34","Reverse",2383,0,-0.0786628434415609,-0.999985030612855,192.227186415864,0.235035962870302,0.378514477549308,2383
"108","contig13589",61,"Mycoplasma arthritidis 158L3-1","Reverse",2867,0,-0.0891754267662492,-0.999935398202457,258.91888092735,0.581204296654331,0.312521799790722,2867
"109","contig13644",11,"Bacillus halodurans C-125","Reverse",2025,0,-0.0677869838783348,-0.999967335585954,143.575876836934,0.221903671838479,0.451358024691358,2025
"110","contig13759",51,"Prochlorococcus marinus MIT9303","Reverse",2146,0,-0.0716243648301185,-0.999891247129617,158.961413928854,0.519435195466963,0.53448275862069,2146
"111","contig13762",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2290,0,-0.0750348105308893,-0.99989479535475,179.938739500945,0.49853424236865,0.615720524017467,2290
"112","contig13790",11,"Bacillus halodurans C-125","Forward",2474,0,-0.0696891990490801,-0.999944235775016,177.771037770618,0.36416121579826,0.447453516572352,2474
"113","contig13828",31,"Fake Bacteria","Reverse",2458,0,-0.0748715240241605,-0.999914526544744,188.891949338027,0.551409925369914,0.651342554922701,2458
"114","contig13945",72,"Granulibacter bethesdensis CGDNIH1","Forward",2392,0,-0.0720910292990326,-0.999962986067645,180.883163471389,0.296761843096741,0.600334448160535,2392
"115","contig13946",21,"Streptococcus gallolyticus UCN34","Reverse",2579,0,-0.0740462470084941,-0.999836379822714,203.27653607486,0.691256900901785,0.376502520356727,2579
"116","contig13961",52,"Pelotomaculum thermopropionicum SI","Reverse",2261,0,-0.0700599908282533,-0.999987417039154,165.698296679992,0.18199886768057,0.498894294559929,2261
"117","contig1398",51,"Prochlorococcus marinus MIT9303","Reverse",2747,0,-0.0704814971483818,-0.999894586632239,201.340811594568,0.562246979381731,0.527120495085548,2747
"118","contig14009",51,"Prochlorococcus marinus MIT9303","Forward",2273,0,-0.0714414094573362,-0.999997417430708,168.577952074619,0.0845691423549226,0.536295644522657,2273
"119","contig14010",52,"Pelotomaculum thermopropionicum SI","Forward",2659,0,-0.0720400879497625,-0.999987811515945,197.471255153701,0.189225508650251,0.547950357277172,2659
"120","contig1402",71,"Thiobacillus denitrificans ATCC 25259","Reverse",2002,0,-0.0754762629444082,-0.999977306064317,156.669154310455,0.20361643488871,0.614385614385614,2002
"121","contig14020",21,"Streptococcus gallolyticus UCN34","Forward",2252,0,-0.0770851367827783,-0.999976142396649,176.692680605068,0.239846187478077,0.381438721136767,2252
"122","contig14064",41,"Thiobacillus denitrificans ATCC 25259","Forward",2153,0,-0.0868109807811598,-0.999952944009268,191.270251895433,0.415508022103363,0.665582907570831,2153
"123","contig14168",61,"Mycoplasma arthritidis 158L3-1","Forward",2142,0,-0.0849951049352721,-0.999955617591652,183.343285468777,0.343089399303984,0.332866479925303,2142
"124","contig14180",31,"Fake Bacteria","Reverse",2368,0,-0.0760892287172229,-0.999890668764855,187.027636894919,0.61058568522485,0.665118243243243,2368
"125","contig14328",72,"Granulibacter bethesdensis CGDNIH1","Forward",2773,0,-0.0717557514684994,-0.999941618989515,209.02229103254,0.43007085628319,0.575910566173819,2773
"126","contig14333",61,"Mycoplasma arthritidis 158L3-1","Forward",2628,0,-0.0861354329212367,-0.999797688909072,235.043622562147,0.910884719746497,0.323820395738204,2628
"127","contig14359",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2058,0,-0.0780197361642615,-0.999852027696885,165.130375923422,0.633035694658984,0.624878522837707,2058
"128","contig14364",61,"Mycoplasma arthritidis 158L3-1","Forward",2617,0,-0.0881799735902075,-0.999919286725091,232.262681224725,0.586383787783166,0.317157050057318,2617
"129","contig14369",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2063,0,-0.0727932393612006,-0.999966843124767,157.628214461556,0.280238432245792,0.583131362094038,2063
"130","contig14399",21,"Streptococcus gallolyticus UCN34","Reverse",2500,0,-0.0758042168678455,-0.999876706143971,197.394980464323,0.59523607949303,0.3748,2500
"131","contig14410",21,"Streptococcus gallolyticus UCN34","Reverse",2560,0,-0.0766067728217266,-0.999982151331632,202.334863847837,0.234347783428017,0.38125,2560
"132","contig14420",31,"Fake Bacteria","Reverse",2824,0,-0.0762352930044084,-0.999946253125222,219.380732608151,0.446425446929553,0.656515580736544,2824
"133","contig14463",51,"Prochlorococcus marinus MIT9303","Forward",2292,0,-0.0689111942986242,-0.999990565123982,164.97604115695,0.137229565044501,0.512216404886562,2292
"134","contig14501",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2047,0,-0.0916518522365722,-0.999880956345231,192.247328899186,0.578962746167145,0.679531021006351,2047
"135","contig14511",11,"Bacillus halodurans C-125","Reverse",2808,0,-0.0696141547683027,-0.999971713463544,203.35589646024,0.29408437146961,0.431980056980057,2808
"136","contig14542",53,"Desulfitobacterium hafniense Y51","Forward",2310,0,-0.069205449645872,-0.999994775167921,165.608580876769,0.103355867998775,0.496103896103896,2310
"137","contig14574",51,"Prochlorococcus marinus MIT9303","Forward",2663,0,-0.0716119810321386,-0.999885319416097,197.485241584591,0.577722332366596,0.514457378895982,2663
"138","contig1460",61,"Mycoplasma arthritidis 158L3-1","Forward",2184,0,-0.0902670765229844,-0.999469737901345,202.992881706708,1.28449066346472,0.302197802197802,2184
"139","contig1463",11,"Bacillus halodurans C-125","Forward",2610,0,-0.0691178665071349,-0.999966946823725,188.869153440974,0.293354794884166,0.427969348659004,2610
"140","contig14680",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2965,0,-0.074732224067554,-0.999927003067656,225.533831041672,0.535492902077946,0.606408094435076,2965
"141","contig14752",21,"Streptococcus gallolyticus UCN34","Reverse",2730,0,-0.0766520407176996,-0.999863284254233,215.179659490936,0.692126001279217,0.372893772893773,2730
"142","contig14790",52,"Pelotomaculum thermopropionicum SI","Forward",2612,0,-0.070238369073928,-0.999857918114753,192.123947093085,0.61863149144204,0.527565084226646,2612
"143","contig14816",61,"Mycoplasma arthritidis 158L3-1","Forward",2587,0,-0.0893232658612038,-0.999967613263207,238.575561495124,0.371932601698544,0.319288751449555,2587
"144","contig14820",51,"Prochlorococcus marinus MIT9303","Forward",2059,0,-0.0691117336265315,-0.999935488019893,147.528840242193,0.323448544189339,0.516755706653715,2059
"145","contig14831",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2983,0,-0.0898035196736669,-0.999916695247613,282.432223989065,0.691647597795334,0.68085819644653,2983
"146","contig14860",12,"Desulfitobacterium hafniense Y51","Reverse",2064,0,-0.0695423021874131,-0.999971945691312,150.00542161744,0.215029349782507,0.437015503875969,2064
"147","contig14868",52,"Pelotomaculum thermopropionicum SI","Forward",2717,0,-0.068781769926886,-0.999968022505547,196.333381315787,0.298886578772329,0.518586676481413,2717
"148","contig14870",53,"Desulfitobacterium hafniense Y51","Reverse",2995,0,-0.0703924367937326,-0.999957775037125,215.016059828451,0.38749513017443,0.502170283806344,2995
"149","contig14901",52,"Pelotomaculum thermopropionicum SI","Forward",2086,0,-0.0714471051194307,-0.99994554425099,155.59211940141,0.356388232516072,0.527804410354746,2086
"150","contig14962",53,"Desulfitobacterium hafniense Y51","Reverse",2201,0,-0.0711512119422899,-0.999957636850199,163.137658006702,0.330147150295879,0.54020899591095,2201
"151","contig15010",31,"Fake Bacteria","Forward",2311,0,-0.0761244155552663,-0.999965261666222,182.199773336321,0.335850816042691,0.662916486369537,2311
"152","contig15023",31,"Fake Bacteria","Reverse",2412,0,-0.075817012673356,-0.999830185764292,188.989335675352,0.674150884928405,0.661276948590381,2412
"153","contig15146",31,"Fake Bacteria","Reverse",2701,0,-0.0760261101799672,-0.999984129014232,210.540233750306,0.264989279949163,0.658274713069234,2701
"154","contig15203",51,"Prochlorococcus marinus MIT9303","Reverse",2859,0,-0.0724651590520205,-0.999945641815059,215.806181772388,0.43220566602034,0.541448058761805,2859
"155","contig15240",51,"Prochlorococcus marinus MIT9303","Reverse",2675,0,-0.069531388618452,-0.999961078164414,195.832061446436,0.328215482728031,0.506542056074766,2675
"156","contig15265",31,"Fake Bacteria","Reverse",2788,0,-0.0762170402175299,-0.999968906137431,215.51877747572,0.335174322312316,0.654949784791966,2788
"157","contig15283",72,"Granulibacter bethesdensis CGDNIH1","Forward",2326,0,-0.0782288277694703,-0.999632927965233,188.10588894969,1.12994573876425,0.622527944969905,2326
"158","contig15366",31,"Fake Bacteria","Reverse",2921,0,-0.0768083986509568,-0.999989340271302,229.216823674158,0.237280888382072,0.660732625813078,2921
"159","contig1540",51,"Prochlorococcus marinus MIT9303","Reverse",2236,0,-0.0701709404242289,-0.999940328536124,162.75275263925,0.392751039942975,0.532200357781753,2236
"160","contig15402",12,"Desulfitobacterium hafniense Y51","Forward",2576,0,-0.0700044053751857,-0.999995484551881,184.333044180732,0.124168032148364,0.434394409937888,2576
"161","contig15426",61,"Mycoplasma arthritidis 158L3-1","Reverse",2669,0,-0.0855286914586083,-0.999726733019628,234.210238606556,1.06794942030251,0.324091420007493,2669
"162","contig15452",11,"Bacillus halodurans C-125","Forward",2479,0,-0.0691764663332746,-0.999960421355705,177.860353531848,0.305280030825128,0.446954417103671,2479
"163","contig15471",11,"Bacillus halodurans C-125","Forward",2041,0,-0.0674684393713977,-0.999982851193577,144.792198201543,0.161212369114076,0.449289563939245,2041
"164","contig15480",12,"Desulfitobacterium hafniense Y51","Reverse",2097,0,-0.0677043107993761,-0.99993988606416,150.564790115303,0.311331182601876,0.443967572722938,2097
"165","contig15482",72,"Granulibacter bethesdensis CGDNIH1","Forward",2090,0,-0.072809103441835,-0.999999210776423,160.014883021245,0.0382364219769955,0.605741626794258,2090
"166","contig15494",31,"Fake Bacteria","Forward",2668,0,-0.0757379238708552,-0.999976512673371,209.152376853196,0.27701519831008,0.657421289355322,2668
"167","contig15565",41,"Thiobacillus denitrificans ATCC 25259","Reverse",2818,0,-0.0896266128193522,-0.99995868845447,259.44523813365,0.459203531643292,0.677430801987225,2818
"168","contig15706",72,"Granulibacter bethesdensis CGDNIH1","Reverse",2127,0,-0.0775495337183876,-0.999816802822066,174.010975721425,0.631490872753937,0.618711800658204,2127
"169","contig15772",61,"Mycoplasma arthritidis 158L3-1","Forward",2455,0,-0.0843133844171215,-0.999891095047949,215.192472595349,0.611015681891281,0.326680244399185,2455
"170","contig15781",31,"Fake Bacteria","Reverse",2989,0,-0.0769744766501659,-0.999951422811872,238.083413805655,0.453727326108766,0.667112746738039,2989
"171","contig15791",52,"Pelotomaculum thermopropionicum SI","Reverse",2705,0,-0.0709221589878029,-0.999933125490289,196.597091521212,0.443758152642428,0.51645101663586,2705
